review_id,restaurant_id,review_score,review_content,food_score,service_score,atmosphere_score
ChdDSUhNMG9nS0VJQ0FnTUN3N3RPem93RRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,冰炫風應該是現做的，昨天買的時侯居然是從冷凍庫拿出來的，脆片也是軟的，難怪取餐速度超快，感覺去買整桶冰淇淋也比較划算量更多。若只是這間是這樣，真的不建議在這買冰炫風,1,1,1
ChdDSUhNMG9nS0VJQ0FnTURRcU5IcXh3RRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,等了25分鐘才拿到簡單的訂單。那位女孩真的很努力，但人手不足。這並非她的錯，但我真的不想再來了。我會告訴所有人。,,,
ChZDSUhNMG9nS0VJQ0FnTUNRNnJ2c1hnEAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,服務態度還可 但我不喜歡吃,1,5,5
ChdDSUhNMG9nS0VJQ0FnTUNRcU8yZHF3RRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,家人昨天晚上八點uber eat外送吃雞塊，晚上半夜三點開始吐到早上，上吐下瀉....,1,,
ChdDSUhNMG9nS0VJQ0FnTURnNjlHOS13RRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,大薯裝太少了吧 吃沒幾口就見底了 請改一下,1,1,1
ChZDSUhNMG9nS0VJQ0FnTURndFlDME9REAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,等超久我是273我等了10分鐘了到底要等多久,1,1,1
ChZDSUhNMG9nS0VJQ0FnTUNnbTlEOWVREAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,,1,1,1
ChZDSUhNMG9nS0VJQ0FnSURfaDl6SVNREAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,等超久，Fast food restaurants 活生生被你們做成slow food restaurants,,,
ChZDSUhNMG9nS0VJQ0FnSURfcExtYWJnEAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,兩點半就關店了，結束營業時間誤導,1,1,1
ChdDSUhNMG9nS0VJQ0FnSUNfbDdlZjJRRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,薯條變的超難吃,,,
ChdDSUhNMG9nS0VJQ0FnSURmcWZhOTZBRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,出餐速度應該正常，但貝果卻半生不熟，可惜了我的早餐期待😮‍💨😮‍💨,1,1,1
ChZDSUhNMG9nS0VJQ0FnSUNmMHR2MldREAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,未妥善處理性侵自殺案件 拒吃！！！！,1,1,1
ChdDSUhNMG9nS0VJQ0FnSUR2Mi15VTF3RRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,,,,
ChdDSUhNMG9nS0VJQ0FnSUR2aWZYOF9BRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,,1,1,1
